hand,ioc,height,player,fullname,birthdate
R,POL,173.0,Katarzyna Piter,Piter K.,1991-02-16
R,GBR,188.0,Jocelyn Rae,Rae J.,1991-02-20
R,RUS,167.0,Valeria Savinykh,Savinykh V.,1991-02-20
R,RUS,170.0,Marta Sirotkina,Sirotkina M.,1991-03-22
R,SLO,178.0,Dalila Jakupovic,Jakupovic D.,1991-03-24
R,BUL,170.0,Dalia Zafirova,Zafirova D.,1991-04-02
R,USA,178.0,Asia Muhammad,Muhammad A.,1991-04-04
L,JPN,159.0,Misaki Doi,Doi M.,1991-04-29
R,GBR,180.0,Johanna Konta,Konta J.,1991-05-17
R,OMA,170.0,Fatma Al Nabhani,Al Nabhani F.,1991-05-20
L,KAZ,170.0,Ksenia Pervak,Pervak K.,1991-05-27
R,USA,160.0,Danielle Lao,Lao D.,1991-05-28
R,AUS,162.0,Sally Peers,Peers S.,1991-06-01
R,USA,165.0,Gail Brodsky,Brodsky G.,1991-06-05
L,PER,178.0,Bianca Botto,Botto B.,1991-06-06
R,AUS,175.0,Olivia Rogowska,Rogowska O.,1991-06-07
R,FRA,158.0,Irina Ramialison,Ramialison I.,1991-06-09
R,GER,183.0,Anna Zaja,Zaja A.,1991-06-25
R,RUS,177.0,Anastasia Pavlyuchenkova,Pavlyuchenkova A.,1991-07-03
R,ITA,170.0,Gioia Barbieri,Barbieri G.,1991-07-09
R,ARG,170.0,Aranza Salut,Salut A.,1991-07-12
R,ESP,167.0,Nuria Parrizas Diaz,Parrizas Diaz N.,1991-07-15
R,HUN,161.0,Reka Luca Jani,Jani L.,1991-07-31
R,THA,174.0,Nicha Lertpitaksinchai,Lertpitaksinchai N.,1991-08-14
R,RUS,170.0,Anna Morgina,Morgina A.,1991-08-21
R,EST,170.0,Anett Schutting,Schutting A.,1991-08-24
R,USA,178.0,Jacqueline Cako,Cako J.,1991-08-30
R,USA,181.0,Julia Boserup,Boserup J.,1991-09-09
R,ROU,175.0,Cristina Andreea Mitu,Mitu A.,1991-09-22
R,USA,168.0,Melanie Oudin,Oudin M.,1991-09-23
R,ROU,168.0,Simona Halep,Halep S.,1991-09-27
R,VEN,165.0,Gabriela Paz,Paz G.,1991-09-30
R,SWE,165.0,Anna Brazhnikova,Brazhnikova A.,1991-10-04
R,BUL,184.0,Isabella Shinikova,Shinikova I.,1991-10-25
R,NED,172.0,Lesley Pattinama Kerkhove,Pattinama Kerkhove L.,1991-11-04
R,THA,167.0,Noppawan Lertcheewakarn,Lertcheewakarn N.,1991-11-18
R,USA,185.0,Coco Vandeweghe,Vandeweghe C.,1991-12-06
R,NED,182.0,Kiki Bertens,Bertens K.,1991-12-10
L,SUI,173.0,Lara Michel,Michel L.,1991-12-24
R,ITA,168.0,Camila Giorgi,Giorgi C.,1991-12-30
R,JPN,155.0,Kurumi Nara,Nara K.,1991-12-30
R,SRB,175.0,Bojana Jovanovski,Jovanovski B.,1991-12-31
R,RUS,170.0,Anna Arina Marenko,Marenko A.,1992-01-02
R,POL,172.0,Sandra Zaniewska,Zaniewska S.,1992-01-03
R,GER,171.0,Dinah Pfizenmaier,Pfizenmaier D.,1992-01-13
R,USA,175.0,Kaitlyn Christian,Christian K.,1992-01-13
L,USA,170.0,Chieh Yu Hsu,Hsu Y.,1992-01-14
R,CHN,172.0,Qiang Wang,Wang Q.,1992-01-14
L,UKR,182.0,Anastasiya Vasylyeva,Vasylyeva A.,1992-01-18
R,PAR,163.0,Veronica Cepede Royg,Cepede Royg V.,1992-01-21
R,BEL,160.0,Sofie Oyen,Oyen S.,1992-02-04
R,RUS,168.0,Yana Buchina,Buchina Y.,1992-02-07
R,POL,171.0,Magda Linette,Linette M.,1992-02-12
R,CHI,172.0,Fernanda Brito,Brito F.,1992-02-14
R,IND,160.0,Ashvarya Shrivastava,Shrivastava A.,1992-02-19
R,ITA,178.0,Nastassja Burnett,Burnett N.,1992-02-20
R,FIN,178.0,Cecilia Estlander,Estlander C.,1992-02-26
R,BUL,170.0,Aleksandrina Naydenova,Naydenova A.,1992-02-29
R,ESP,166.0,Lara Arruabarrena,Arruabarrena L.,1992-03-20
R,CZE,184.0,Karolina Pliskova,Pliskova K.,1992-03-21
L,CZE,184.0,Kristyna Pliskova,Pliskova K.,1992-03-21
R,BLR,181.0,Polina Pekhova,Pekhova P.,1992-03-21
L,ROU,183.0,Elena Bogdan,Bogdan E.,1992-03-28
R,PAR,157.0,Isabella Robbiani,Robbiani I.,1992-03-30
R,CAN,175.0,Gabriela Dabrowski,Dabrowski G.,1992-04-01
L,ITA,170.0,Gaia Sanesi,Sanesi G.,1992-04-01
R,USA,175.0,Beatrice Capra,Capra B.,1992-04-06
R,NED,168.0,Richel Hogenkamp,Hogenkamp R.,1992-04-16
R,JPN,173.0,Misa Eguchi,Eguchi M.,1992-04-18
R,ESP,173.0,Maria Teresa Torro Flor,Torro Flor T.,1992-05-02
R,UKR,170.0,Alyona Sotnikova,Sotnikova A.,1992-05-05
R,UZB,162.0,Albina Khabibulina,Khabibulina A.,1992-05-11
R,USA,170.0,Christina Mchale,Mchale C.,1992-05-11
R,GBR,170.0,Heather Watson,Watson H.,1992-05-19
R,ITA,165.0,Martina Caregaro,Caregaro M.,1992-05-19
R,JPN,162.0,Miharu Imanishi,Imanishi M.,1992-05-20
R,USA,165.0,Kristie Ahn,Ahn K.,1992-06-15
R,UKR,175.0,Lyudmyla Kichenok,Kichenok L.,1992-07-20
R,UKR,172.0,Nadiya Kichenok,Kichenok N.,1992-07-20
R,LAT,170.0,Diana Marcinkevica,Marcinkevica D.,1992-08-03
R,GBR,163.0,Tara Moore,Moore T.,1992-08-06
L,RSA,165.0,Chanel Simmonds,Simmonds C.,1992-08-10
R,BIH,178.0,Ema Burgic,Burgic E.,1992-08-22
L,SUI,175.0,Xenia Knoll,Knoll X.,1992-09-02
R,JPN,164.0,Sachie Ishizu,Ishizu S.,1992-09-03
R,ARG,170.0,Paula Ormaechea,Ormaechea P.,1992-09-28
R,BLR,183.0,Lidziya Marozava,Marozava L.,1992-10-08
R,USA,175.0,Shelby Rogers,Rogers S.,1992-10-13
R,SUI,169.0,Viktorija Golubic,Golubic V.,1992-10-16
R,VEN,162.0,Andrea Gamiz,Gamiz A.,1992-10-31
R,RUS,168.0,Valeria Solovieva,Solovieva V.,1992-11-03
R,POL,168.0,Paula Kania,Kania P.,1992-11-06
R,THA,169.0,Peangtarn Plipuech,Plipuech P.,1992-11-15
R,POL,178.0,Katarzyna Kawa,Kawa K.,1992-11-17
R,VEN,163.0,Adriana Perez,Perez A.,1992-11-20
R,ROU,171.0,Ana Bogdan,Bogdan A.,1992-11-25
R,AUS,165.0,Sophie Letcher,Letcher S.,1992-11-29
R,CHI,160.0,Cecilia Costa Melgar,Costa Melgar C.,1992-12-26
R,IND,163.0,Ankita Raina,Raina A.,1993-01-11
R,FRA,164.0,Amandine Hesse,Hesse A.,1993-01-16
R,JPN,162.0,Akiko Omae,Omae A.,1993-01-29
R,POR,165.0,Michelle Larcher De Brito,Larcher De Brito M.,1993-01-29
R,GRE,178.0,Despina Papamichail,Papamichail D.,1993-02-09
R,USA,157.0,Sabrina Santamaria,Santamaria S.,1993-02-24
R,USA,168.0,Nicole Gibbs,Gibbs N.,1993-03-03
R,MEX,170.0,Giuliana Olmos,Olmos G.,1993-03-04
R,BLR,169.0,Anna Orlik,Orlik A.,1993-03-05
R,CZE,180.0,Denisa Allertova,Allertova D.,1993-03-07
R,THA,177.0,Katherine Westbury,Westbury K.,1993-03-14
R,SRB,163.0,Aleksandra Krunic,Krunic A.,1993-03-15
R,USA,170.0,Sloane Stephens,Stephens S.,1993-03-20
R,USA,160.0,Robin Anderson,Anderson R.,1993-04-12
R,AUS,180.0,Ajla Tomljanovic,Tomljanovic A.,1993-05-07
R,HUN,179.0,Timea Babos,Babos T.,1993-05-10
R,FRA,184.0,Kristina Mladenovic,Mladenovic K.,1993-05-14
R,COL,175.0,Yuliana Lizarazo,Lizarazo Y.,1993-05-23
R,SVK,168.0,Jana Cepelova,Cepelova J.,1993-05-29
R,TUR,168.0,Melis Sezer,Sezer M.,1993-06-02
R,UKR,163.0,Valentyna Ivakhnenko,Ivakhnenko V.,1993-06-27
R,CRO,163.0,Silvia Njiric,Njiric S.,1993-07-09
R,THA,167.0,Luksika Kumkhum,Kumkhum L.,1993-07-21
R,USA,170.0,Lauren Herring,Herring L.,1993-07-23
R,NED,170.0,Demi Schuurs,Schuurs D.,1993-08-01
R,RUS,173.0,Ekaterina Yashina,Yashina E.,1993-08-06
R,BEL,175.0,Maryna Zanevska,Zanevska M.,1993-08-24
R,AUS,165.0,Alexandra Nancarrow,Nancarrow A.,1993-09-01
R,IRL,183.0,Amy Bowtell,Bowtell A.,1993-09-16
R,TPE,175.0,Hao Ching Chan,Chan C.,1993-09-19
R,PUR,170.0,Monica Puig,Puig M.,1993-09-27
R,SRB,180.0,Jovana Jaksic,Jaksic J.,1993-09-30
R,ESP,182.0,Garbine Muguruza,Muguruza G.,1993-10-08
R,ARM,168.0,Ani Amiraghyan,Amiraghyan A.,1993-10-09
R,USA,157.0,Lauren Davis,Davis L.,1993-10-09
R,FRA,177.0,Caroline Garcia,Garcia C.,1993-10-16
R,KAZ,172.0,Zarina Diyas,Diyas Z.,1993-10-18
L,ITA,160.0,Martina Trevisan,Trevisan M.,1993-11-03
R,USA,178.0,Danielle Collins,Collins D.,1993-12-13
R,ECU,171.0,Charlotte Roemer,Roemer C.,1994-01-08
L,USA,170.0,Desirae Krawczyk,Krawczyk D.,1994-01-11
L,GBR,180.0,Laura Robson,Robson L.,1994-01-21
R,CHN,173.0,Lin Zhu,Zhu L.,1994-01-28
R,CHN,170.0,Saisai Zheng,Zheng S.,1994-02-05
R,GER,170.0,Annika Beck,Beck A.,1994-02-16
R,JPN,168.0,Eri Hozumi,Hozumi E.,1994-02-17
R,UKR,175.0,Kateryna Baindl,Baindl K.,1994-02-20
R,USA,170.0,Jessica Pegula,Pegula J.,1994-02-24
R,CAN,178.0,Eugenie Bouchard,Bouchard E.,1994-02-25
R,AUS,166.0,Daria Saville,Saville D.,1994-03-05
R,BEL,170.0,An Sophie Mestach,Mestach S.,1994-03-07
R,BLR,174.0,Aliaksandra Sasnovich,Sasnovich A.,1994-03-22
R,BEL,173.0,Alison Van Uytvanck,Van Uytvanck A.,1994-03-26
R,AUS,170.0,Viktorija Rajicic,Rajicic V.,1994-04-07
R,JPN,163.0,Risa Ozaki,Ozaki R.,1994-04-10
R,CHN,170.0,Yafan Wang,Wang Y.,1994-04-30
R,BOL,168.0,Noelia Zeballos,Zeballos N.,1994-05-02
R,USA,163.0,Grace Min,Min G.,1994-05-06
R,LIE,176.0,Kathinka Von Deichmann,Von Deichmann K.,1994-05-16
R,USA,175.0,Maya Jansen,Jansen M.,1994-05-27
R,JPN,157.0,Makoto Ninomiya,Ninomiya M.,1994-05-28
R,USA,165.0,Julia Elbaba,Elbaba J.,1994-06-13
R,FRA,179.0,Chloe Paquet,Paquet C.,1994-07-01
R,PAR,170.0,Montserrat Gonzalez,Gonzalez M.,1994-07-01
R,UZB,184.0,Nigina Abduraimova,Abduraimova N.,1994-07-07
R,SLO,176.0,Nastja Kolar,Kolar N.,1994-07-15
R,AUS,175.0,Abbie Myers,Myers A.,1994-07-18
R,JPN,168.0,Erina Hayashi,Hayashi E.,1994-07-21
L,KOR,172.0,So Ra Lee,Lee R.,1994-07-22
R,BRA,164.0,Laura Pigossi,Pigossi L.,1994-08-02
R,MKD,180.0,Lina Gjorcheska,Gjorcheska L.,1994-08-03
L,AUS,166.0,Storm Hunter,Hunter S.,1994-08-11
R,ITA,173.0,Angelica Moratelli,Moratelli A.,1994-08-17
R,CHN,179.0,Yuxuan Zhang,Zhang Y.,1994-08-19
R,FRA,162.0,Manon Arcangioli,Arcangioli M.,1994-08-28
R,TUN,167.0,Ons Jabeur,Jabeur O.,1994-08-28
L,BEL,178.0,Ysaline Bonaventure,Bonaventure Y.,1994-08-29
R,RUS,183.0,Margarita Gasparyan,Gasparyan M.,1994-09-01
R,UZB,174.0,Sabina Sharipova,Sharipova S.,1994-09-04
R,UKR,174.0,Elina Svitolina,Svitolina E.,1994-09-12
R,SVK,176.0,Anna Karolina Schmiedlova,Schmiedlova K.,1994-09-13
R,GER,180.0,Stephanie Wagner,Wagner S.,1994-09-17
R,LTU,172.0,Joana Eidukonyte,Eidukonyte J.,1994-10-02
R,CZE,176.0,Tereza Smitkova,Smitkova T.,1994-10-10
R,ISR,175.0,Deniz Khazaniuk,Khazaniuk D.,1994-10-24
R,CZE,178.0,Tereza Martincova,Martincova T.,1994-10-24
R,JPN,163.0,Riko Sawayanagi,Sawayanagi R.,1994-10-25
L,FIN,176.0,Mia Nicole Eklund,Eklund N.,1994-10-30
R,USA,178.0,Quinn Gleason,Gleason Q.,1994-11-10
R,RUS,175.0,Ekaterina Alexandrova,Alexandrova E.,1994-11-15
R,MNE,169.0,Danka Kovinic,Kovinic D.,1994-11-18
R,JPN,156.0,Miyu Kato,Kato M.,1994-11-21
R,JPN,163.0,Nao Hibino,Hibino N.,1994-11-28
L,USA,175.0,Bernarda Pera,Pera B.,1994-12-03
R,KAZ,163.0,Yulia Putintseva,Putintseva Y.,1995-01-07
R,AUS,173.0,Belinda Woolcock,Woolcock B.,1995-01-24
R,GER,176.0,Carina Witthoeft,Witthoeft C.,1995-02-16
R,GBR,167.0,Katy Dunne,Dunne K.,1995-02-16
R,USA,178.0,Madison Keys,Keys M.,1995-02-17
R,USA,188.0,Samantha Crawford,Crawford S.,1995-02-18
R,BUL,170.0,Viktoriya Tomova,Tomova V.,1995-02-25
R,USA,168.0,Jamie Loeb,Loeb J.,1995-03-08
R,UZB,173.0,Alina Abdurakhimova,Abdurakhimova A.,1995-03-23
L,AUS,175.0,Alexandra Osborne,Osborne A.,1995-04-08
R,CAN,188.0,Erin Routliffe,Routliffe E.,1995-04-11
R,USA,178.0,Jennifer Brady,Brady J.,1995-04-12
R,USA,168.0,Maegan Manasse,Manasse M.,1995-04-16
R,INA,170.0,Aldila Sutjiadi,Sutjiadi A.,1995-05-02
R,USA,162.0,Sachia Vickery,Vickery S.,1995-05-11
L,RUS,170.0,Irina Khromacheva,Khromacheva I.,1995-05-12
R,GER,170.0,Tamara Korpatsch,Korpatsch T.,1995-05-12
R,USA,180.0,Hayley Carter,Carter H.,1995-05-17
R,RSA,160.0,Jessica Simpson,Simpson J.,1995-06-19
R,CAN,165.0,Carol Zhao,Zhao C.,1995-06-20
R,JPN,170.0,Ayaka Okuno,Okuno A.,1995-06-21
R,CRO,170.0,Adrijana Lekaj,Lekaj A.,1995-06-29
R,USA,170.0,Allie Kiick,Kiick A.,1995-06-30
R,GRE,168.0,Despoina Vogasari,Vogasari D.,1995-07-09
R,TPE,165.0,Ya Hsuan Lee,Lee H.,1995-07-20
R,GRE,172.0,Maria Sakkari,Sakkari M.,1995-07-25
R,SWE,173.0,Rebecca Peterson,Peterson R.,1995-08-06
R,AUS,178.0,Astra Sharma,Sharma A.,1995-09-11
L,AUS,169.0,Ellen Perez,Perez E.,1995-10-10
R,GBR,165.0,Yuriko Miyazaki,Miyazaki Y.,1995-11-11
R,BEL,179.0,Elise Mertens,Mertens E.,1995-11-17
R,USA,178.0,Victoria Duval,Duval V.,1995-11-30
R,CHN,180.0,Fangzhou Liu,Liu F.,1995-12-12
R,CZE,178.0,Barbora Krejcikova,Krejcikova B.,1995-12-18
R,EST,174.0,Anett Kontaveit,Kontaveit A.,1995-12-24
R,ITA,160.0,Jasmine Paolini,Paolini J.,1996-01-04
R,COL,170.0,Maria Paulina Perez Garcia,Perez Garcia P.,1996-01-10
R,COL,168.0,Paula Andrea Perez Garcia,Perez Garcia A.,1996-01-10
R,USA,168.0,Brooke Austin,Austin B.,1996-02-12
R,BUL,180.0,Julia Terziyska,Terziyska J.,1996-03-05
R,AUT,165.0,Barbara Haas,Haas B.,1996-03-19
R,JPN,165.0,Mayo Hibi,Hibi M.,1996-04-03
R,TUR,174.0,Ipek Soylu,Soylu I.,1996-04-15
L,USA,170.0,Taylor Townsend,Townsend T.,1996-04-16
R,AUS,166.0,Ashleigh Barty,Barty A.,1996-04-24
R,EGY,180.0,Mayar Sherif,Sherif M.,1996-05-05
R,CZE,174.0,Katerina Siniakova,Siniakova K.,1996-05-10
R,USA,175.0,Louisa Chirico,Chirico L.,1996-05-16
L,BRA,185.0,Beatriz Haddad Maia,Haddad Maia B.,1996-05-30
R,ITA,170.0,Deborah Chiesa,Chiesa D.,1996-06-13
R,CRO,179.0,Donna Vekic,Vekic D.,1996-06-28
R,AUT,170.0,Julia Grabher,Grabher J.,1996-07-02
R,USA,170.0,Ayla Aksu,Aksu A.,1996-07-15
R,GBR,175.0,Harriet Dart,Dart H.,1996-07-28
R,SRB,176.0,Nina Stojanovic,Stojanovic N.,1996-07-30
R,GBR,180.0,Katie Boulter,Boulter K.,1996-08-01
R,MAS,165.0,Alyssa Boey,Boey A.,1996-08-10
R,GER,185.0,Antonia Lottner,Lottner A.,1996-08-13
R,CZE,178.0,Karolina Muchova,Muchova K.,1996-08-21
R,USA,170.0,Rianna Valdes,Valdes R.,1996-09-03
R,ESP,176.0,Sara Sorribes Tormo,Sorribes Tormo S.,1996-10-08
R,CRO,168.0,Jana Fett,Fett J.,1996-11-02
R,GER,167.0,Julia Jung,Jung J.,1996-11-29
R,RUS,175.0,Varvara Flink,Flink V.,1996-12-13
L,CAN,170.0,Maria Patrascu,Patrascu M.,1997-01-19
R,CAN,178.0,Charlotte Petrick,Petrick C.,1997-01-31
R,CAN,178.0,Francoise Abanda,Abanda F.,1997-02-05
R,UKR,179.0,Anhelina Kalinina,Kalinina A.,1997-02-07
R,ARG,170.0,Nadia Podoroska,Podoroska N.,1997-02-10
R,RUS,185.0,Natalia Vikhlyantseva,Vikhlyantseva N.,1997-02-16
R,SUI,175.0,Belinda Bencic,Bencic B.,1997-03-10
R,FRA,170.0,Fiona Ferro,Ferro F.,1997-03-12
R,USA,165.0,Emma Davis,Davis E.,1997-03-16
L,COL,166.0,Maria Fernanda Herazo Gonzalez,Herazo Gonzalez F.,1997-03-22
R,FRA,178.0,Margot Yerolymos,Yerolymos M.,1997-04-19
R,RUS,175.0,Veronika Kudermetova,Kudermetova V.,1997-04-24
R,SRB,174.0,Ivana Jorovic,Jorovic I.,1997-05-03
R,RUS,170.0,Daria Kasatkina,Kasatkina D.,1997-05-07
R,AUS,167.0,Olivia Tjandramulia,Tjandramulia O.,1997-05-11
R,GER,180.0,Lisa Ponomar,Ponomar L.,1997-05-21
L,RSA,158.0,Katie Poluta,Poluta K.,1997-05-29
R,RUS,175.0,Maria Marfutina,Marfutina M.,1997-06-05
R,LAT,177.0,Jelena Ostapenko,Ostapenko J.,1997-06-08
R,ITA,173.0,Bianca Turati,Turati B.,1997-06-17
R,GER,171.0,Katharina Hobgarski,Hobgarski K.,1997-06-18
R,USA,170.0,Melissa Lord,Lord M.,1997-06-24
L,SUI,170.0,Jil Teichmann,Teichmann J.,1997-07-15
L,USA,170.0,Francesca Di Lorenzo,Di Lorenzo F.,1997-07-22
R,BRA,168.0,Luisa Stefani,Stefani L.,1997-08-09
R,CAN,170.0,Ayan Broomfield,Broomfield A.,1997-08-13
R,JPN,180.0,Naomi Osaka,Osaka N.,1997-10-16
R,EGY,170.0,Sandra Samir,Samir S.,1997-11-04
R,TKM,159.0,Jahana Bayramova,Bayramova J.,1997-11-05
R,MDA,172.0,Aliona Bolsova,Bolsova A.,1997-11-06
R,GBR,180.0,Freya Christie,Christie F.,1997-11-08
R,ESP,180.0,Paula Badosa,Badosa P.,1997-11-15
R,USA,173.0,Brienne Minor,Minor B.,1997-11-25
R,POL,171.0,Magdalena Frech,Frech M.,1997-12-15
R,GBR,174.0,Naiktha Bains,Bains N.,1997-12-17
R,AUS,167.0,Lizette Cabrera,Cabrera L.,1997-12-19
R,SLO,168.0,Tamara Zidansek,Zidansek T.,1997-12-26
R,CRO,174.0,Ana Konjuh,Konjuh A.,1997-12-27
R,AUS,171.0,Maddison Inglis,Inglis M.,1998-01-14
R,USA,170.0,Ena Shibahara,Shibahara E.,1998-02-12
R,USA,173.0,Jessie Aney,Aney J.,1998-04-19
R,AUS,170.0,Kimberly Birrell,Birrell K.,1998-04-29
R,BLR,182.0,Aryna Sabalenka,Sabalenka A.,1998-05-05
R,AUS,171.0,Priscilla Hon,Hon P.,1998-05-10
L,JPN,161.0,Chihiro Muramatsu,Muramatsu C.,1998-05-22
R,SVK,179.0,Tereza Mihalikova,Mihalikova T.,1998-06-02
R,ROU,180.0,Jaqueline Cristian,Cristian J.,1998-06-05
R,USA,168.0,Ingrid Neel,Neel I.,1998-06-16
R,IND,183.0,Karman Thandi,Thandi K.,1998-06-16
R,CZE,180.0,Marie Bouzkova,Bouzkova M.,1998-07-21
R,JPN,158.0,Momoko Kobori,Kobori M.,1998-08-22
R,USA,178.0,Caroline Dolehide,Dolehide C.,1998-09-05
R,RUS,179.0,Anna Blinkova,Blinkova A.,1998-09-10
R,CHN,184.0,Yue Yuan,Yuan Y.,1998-09-25
R,HUN,170.0,Panna Udvardy,Udvardy P.,1998-09-28
R,BLR,184.0,Vera Lapko,Lapko V.,1998-09-29
L,UKR,177.0,Olga Fridman,Fridman O.,1998-09-30
R,ECU,175.0,Camila Romero,Romero C.,1998-10-05
R,FRA,169.0,Tessah Andrianjafitrimo,Andrianjafitrimo T.,1998-10-11
R,USA,165.0,Usue Maitane Arconada,Arconada M.,1998-10-28
R,RUS,180.0,Liudmila Samsonova,Samsonova L.,1998-11-11
R,HUN,172.0,Fanny Stollar,Stollar F.,1998-11-12
R,USA,170.0,Sofia Kenin,Kenin S.,1998-11-14
R,RUS,175.0,Anna Kalinskaya,Kalinskaya A.,1998-12-02
R,NZL,170.0,Jade Lewis,Lewis J.,1998-12-18
R,CAN,173.0,Katherine Sebov,Sebov K.,1999-01-05
L,USA,180.0,Ashley Kratzer,Kratzer A.,1999-02-08
R,GBR,170.0,Katie Swan,Swan K.,1999-03-24
R,MKD,165.0,Katarina Marinkovikj,Marinkovikj K.,1999-05-06
R,KAZ,184.0,Elena Rybakina,Rybakina E.,1999-06-17
L,CZE,173.0,Marketa Vondrousova,Vondrousova M.,1999-06-28
R,USA,170.0,Sofia Sewing,Sewing S.,1999-07-22
R,ESP,186.0,Rebeka Masarova,Masarova R.,1999-08-06
R,GER,178.0,Jule Niemeier,Niemeier J.,1999-08-12
R,AUS,168.0,Jaimee Fourlis,Fourlis J.,1999-09-17
R,USA,178.0,Cameron Morra,Morra C.,1999-09-20
L,USA,173.0,Kayla Day,Day K.,1999-09-28
R,RUS,176.0,Sofya Zhuk,Zhuk S.,1999-12-01
R,USA,172.0,Ava Markham,Markham A.,1999-12-29
R,UKR,173.0,Katarina Zavatska,Zavatska K.,2000-02-05
R,USA,180.0,Alyssa Mayo,Mayo A.,2000-02-10
R,KAZ,172.0,Zhibek Kulambayeva,Kulambayeva Z.,2000-03-26
R,AUS,175.0,Destanee Aiava,Aiava D.,2000-05-10
R,UKR,175.0,Dayana Yastremska,Yastremska D.,2000-05-15
R,USA,170.0,Claire Liu,Liu C.,2000-05-25
R,CAN,170.0,Bianca Andreescu,Andreescu B.,2000-06-16
R,USA,170.0,Ann Li,Li A.,2000-06-26
R,USA,180.0,Carson Branstine,Branstine C.,2000-09-09
R,RUS,183.0,Maria Titova,Titova M.,2000-09-21
R,SUI,176.0,Leonie Kung,Kung L.,2000-10-21
R,SLO,170.0,Kaja Juvan,Juvan K.,2000-11-25
R,USA,185.0,Alycia Parks,Parks A.,2000-12-31
R,FRA,176.0,Clara Burel,Burel C.,2001-03-24
R,NZL,172.0,Valentina Ivanov,Ivanov V.,2001-03-27
R,RUS,175.0,Anastasia Potapova,Potapova A.,2001-03-30
R,POL,176.0,Iga Swiatek,Swiatek I.,2001-05-31
R,JPN,171.0,Moyuka Uchijima,Uchijima M.,2001-08-11
R,USA,170.0,Chloe Beck,Beck C.,2001-08-30
R,USA,180.0,Amanda Anisimova,Anisimova A.,2001-08-31
R,CHN,182.0,Xin Yu Wang,Wang Y.,2001-09-26
R,COL,162.0,Camila Osorio,Osorio C.,2001-12-22
R,GER,165.0,Eva Lys,Lys E.,2002-01-12
R,JPN,168.0,Himari Sato,Sato H.,2002-04-10
R,USA,168.0,Whitney Osuigwe,Osuigwe W.,2002-04-17
R,UKR,175.0,Marta Kostyuk,Kostyuk M.,2002-06-28
R,FRA,170.0,Diane Parry,Parry D.,2002-09-01
R,USA,168.0,Alexa Noel,Noel A.,2002-09-06
L,CAN,168.0,Leylah Fernandez,Fernandez L.,2002-09-06
R,GBR,175.0,Emma Raducanu,Raducanu E.,2002-11-13
R,DEN,182.0,Clara Tauson,Tauson C.,2002-12-21
R,GER,170.0,Julia Middendorf,Middendorf J.,2003-01-31
L,GER,170.0,Noma Noha Akugue,Noha Akugue N.,2003-12-02
R,USA,175.0,Coco Gauff,Gauff C.,2004-03-13
R,USA,185.0,Ashlyn Krueger,Krueger A.,2004-05-07
R,ITA,167.0,Giulia Martinelli,Martinelli G.,2004-05-17
R,USA,180.0,Katrina Scott,Scott K.,2004-06-11
L,PHI,173.0,Alexandra Eala,Eala A.,2005-05-23
